Global_Rank;Institution;Country;Sector;Best Country Quartile
1398;Osservatorio Astronomico di Trieste;ITA;Government;2
1398;Fondazione IRCCS Istituto Nazionale Tumori di Milano;ITA;Health;1
1398;Institut de Recherche sur le Cancer de Lille *;FRA;Health;1
1402;Folkhalsan;FIN;Health;2
1402;Guangdong University of Technology;CHN;Universities;1
1404;Max Planck Institut fur Bildungsforschung;DEU;Government;1
1404;Plymouth University;GBR;Universities;2
1404;Northeast Agricultural University;CHN;Universities;1
1404;Coventry University;GBR;Universities;1
1408;University of KwaZulu-Natal *;ZAF;Universities;1
1408;De la Prehistoire a l'Actuel: Culture, Environnement et Anthropologie;FRA;Government;1
1408;Army Medical University *;CHN;Universities;1
1411;VA San Diego Healthcare System;USA;Health;2
1411;Universidad de La Laguna;ESP;Universities;1
1411;Scientific and Practical Materials Research Center National Academy of Sciences of Belarus;BLR;Government;1
1411;Estacion Experimental del Zaidin ;ESP;Government;1
1411;Universitatsklinikum Erlangen;DEU;Health;2
1416;Red de Institutos IMDEA *;ESP;Government;1
1416;Peking Union Medical College Hospital Beijing;CHN;Health;1
1416;Catholic University of Korea *;KOR;Universities;1
1416;Australian Research Council Centre of Excellence for Coral Reef Studies;AUS;Government;2
1420;Texas Biomedical Research Institute;USA;Health;1
1421;Geosciences Rennes;FRA;Government;1
1421;Seattle Children's Hospital *;USA;Health;1
1421;U.S. Army *;USA;Government;1
1421;National University of Ireland, Galway;IRL;Universities;1
1421;Royal Free London NHS Foundation Trust;GBR;Health;1
1426;Scottish Association for Marine Science;GBR;Non-Profit;2
1426;Azienda Ospedaliero Universitaria di Bologna - Policlinico di Sant'Orsola Malpighi;ITA;Health;1
1426;Merck & Co Inc, United States;USA;Companies;1
1429;Medical University of South Carolina *;USA;Universities;1
1430;Tilburg University;NLD;Universities;2
1430;Tennessee Valley Healthcare System;USA;Health;2
1430;Hospices Civils de Lyon *;FRA;Health;1
1433;Observatoire des Sciences de l Univers Institut Pytheas;FRA;Government;1
1433;US Environmental Protection Agency;USA;Government;1
1435;Centro de Biologia Molecular Severo Ochoa;ESP;Government;1
1435;National Cancer Center;JPN;Health;1
1437;Merck & Co Inc *;MUL;Companies;1
1437;Instituto de Recursos Naturales y Agrobiologia de Sevilla;ESP;Government;1
1439;University of Houston;USA;Universities;1
1440;Institut National des Sciences de l'Univers;FRA;Government;1
1440;Shiraz University of Medical Sciences *;IRN;Universities;1
1442;Telefonica SA, Spain;ESP;Companies;1
1442;Biological Research Center Hungarian Academy of Sciences;HUN;Government;1
1444;University of Saskatchewan;CAN;Universities;1
1444;Houston Methodist;USA;Health;1
1444;Ospedale Policlinico San Martino;ITA;Health;2
1444;National Institute of Health Clinical Center;USA;Health;1
1444;Instituto Gallego de Fisica de Altas Energias;ESP;Government;1
1444;University of Guelph;CAN;Universities;1
1450;Centro de Investigacion Biomedica en Red de Enfermedades Infecciosas;ESP;Health;1
1450;Norwegian Institute for Water Research;NOR;Government;2
1450;Universita degli Studi di Cagliari;ITA;Universities;1
1450;Osservatorio Astronomico Cagliari;ITA;Government;2
1450;University of Pretoria;ZAF;Universities;1
1455;The Ottawa Hospital  *;CAN;Health;1
1455;Hefei University of Technology *;CHN;Universities;1
1455;World Agroforestry;MUL;Non-Profit;1
1455;AGH University of Science and Technology;POL;Universities;1
1459;Ottawa Hospital Research Institute;CAN;Health;2
1459;Max Planck Institut fur Neurobiologie;DEU;Government;1
1459;Institut de Recerca Hospital Universitari Vall d'Hebron;ESP;Health;1
1459;Bahria University;PAK;Universities;1
1463;GlaxoSmithKline, United Kingdom;GBR;Companies;1
1464;Centro de Investigacion en Nutricion y Salud;MEX;Health;1
1464;Magee-Womens Research Institute;USA;Health;2
1464;Fundacion Agencia Aragonesa para la Investigacion y Desarrollo;ESP;Government;1
1464;Instituto de Agricultura Sostenible ;ESP;Government;1
1468;Institute for Stem Cell and Regeneration;CHN;Government;1
1468;Max Planck Institut fur Quantenoptik;DEU;Government;1
1470;VIT University;IND;Universities;1
1470;China University of Petroleum;CHN;Universities;1
1470;Deutscher Wetterdienst;DEU;Government;1
1470;Norwegian Research Centre;NOR;Non-Profit;2
1470;Shanghai Cancer Center Fudan University;CHN;Health;1
1475;Hoffmann-La Roche Ltd, Switzerland;CHE;Companies;1
1475;Islamic University of Gaza;PSE;Universities;1
1475;Qingdao National Laboratory for Marine Science and Technology;CHN;Government;1
1478;Institut Catala d'Investigacio Quimica;ESP;Government;1
1478;Sanofi *;MUL;Companies;1
1478;University of Ulster;GBR;Universities;2
1481;Universite de Toulouse-Jean Jaures *;FRA;Universities;1
1481;Institut Necker Enfants Malades;FRA;Government;1
1481;Smithsonian Environmental Research Center;USA;Government;1
1484;University Hospital of Northern Norway;NOR;Health;2
1484;York University;CAN;Universities;1
1484;Center for Nanoscale Materials;USA;Government;1
1484;Institut de Ciencies Fotoniques;ESP;Government;1
1484;The Christie NHS Trust;GBR;Health;1
1489;GlaxoSmithKline, Belgium;BEL;Companies;1
1489;Institut Europeen des Membranes;FRA;Government;1
1491;Max Planck Institut fur Dynamik und Selbstorganisation;DEU;Government;2
1491;Nokia Bell Labs, United States;USA;Companies;1
1493;St. Olavs University Hospital;NOR;Health;1
1493;Translational Research Institute;AUS;Companies;1
1493;Shanghai Quantum Science Research Center;CHN;Government;1
1493;Shanghai Municipal People's Government *;CHN;Government;1
1493;Zhejiang University of Technology;CHN;Universities;1
1498;Centro de Investigacion Biomedica en Red de Enfermedades Hepaticas y Digestivas, Madrid;ESP;Health;1
1498;University of Huddersfield;GBR;Universities;2
1500;Agenzia Spaziale Italiana;ITA;Government;2
1501;Instituto Regional de Investigacion y Desarrollo Agroalimentario y Forestal de Castilla La Mancha;ESP;Government;1
1501;Friedrich Loeffler Institutes Bundesforschungsinstitut fur Tiergesundheit;DEU;Government;1
1503;University of Oradea;ROU;Universities;1
1503;Institute of Physics, Chinese Academy of Sciences;CHN;Government;1
1503;Hangzhou Normal University *;CHN;Universities;1
1506;Consejeria de Agricultura, Agua y Desarrollo Rural Ciudad Real;ESP;Government;2
1507;Region Stockholm;SWE;Government;2
1507;Northwell Health *;USA;Health;1
1509;Agencia Nacional de Investigacion y Desarrollo de Chile *;CHL;Government;1
1510;Istituto di Astrofisica Spaziale e Fisica Cosmica di Milano;ITA;Government;2
1510;Princess Margaret Cancer Centre;CAN;Health;1
1512;Fondazione IRCCS Policlinico San Matteo ;ITA;Health;2
1512;Thomas Jefferson University *;USA;Universities;1
1514;Hillingdon Hospitals NHS Foundation Trust;GBR;Health;1
1514;Min Lab;CHN;Companies;1
1516;Sun Yat-sen University First Hospital;CHN;Health;1
1517;Max Planck Institut fur Evolutionsbiologie;DEU;Government;2
1517;Universidade de Brasilia;BRA;Universities;1
1519;Xunta de Galicia *;MUL;Government;1
1519;Edinburgh Napier University;GBR;Universities;2
1521;Intel Labs, USA;USA;Companies;1
1522;Manipal Global Education Group *;MUL;Companies;1
1522;Universidad de Cantabria *;ESP;Universities;1
1522;Mahidol University *;THA;Universities;1
1522;Oklahoma Medical Research Foundation;USA;Health;1
1526;Fenway Institute;USA;Health;2
1527;NHS Tayside;GBR;Health;1
1527;Sir Run Run Shaw Hospital;CHN;Health;1
1527;Janssen;MUL;Companies;1
1527;University of Szeged;HUN;Universities;1
1531;Azienda Ospedaliera Universitaria Pisana;ITA;Health;2
1532;Royal Melbourne Hospital;AUS;Health;1
1532;Public Health Agency of Canada;CAN;Health;1
1534;Donostia International Physics Center ;ESP;Government;2
1534;National Institute of Genetics;JPN;Health;1
1536;University of Tasmania;AUS;Universities;1
1536;European Space Agency *;MUL;Government;1
1536;National Research Centre for the Working Environment;DNK;Government;2
1539;Istituto Nazionale dei Tumori Fondazione Giovanni Pascale IRCCS;ITA;Health;1
1539;Centre de Recherche en Mathematiques de la Decision;FRA;Government;1
1541;Shanghai Medical College of Fudan University;CHN;Universities;1
1541;International Rice Research Institute Filipinas;PHL;Non-Profit;1
1543;Newcastle upon Tyne Hospitals NHS Foundation Trust;GBR;Health;2
1543;Royal Devon and Exeter NHS Foundation Trust;GBR;Health;2
1545;Taif University;SAU;Universities;1
1545;Warsaw University of Life Sciences;POL;Universities;1
1545;Universitat des Saarlandes *;DEU;Universities;1
1545;Sheba Medical Center;ISR;Health;1
1549;Forsyth Institute;USA;Health;1
1549;International Crops Research Institute for the Semi-Arid Tropics;MUL;Non-Profit;1
1549;Ghent University Hospital;BEL;Health;2
1552;American Museum of Natural History;USA;Government;1
1552;Instituto de Nanociencia y Materiales de Aragon;ESP;Government;1
1552;The Daffodil Centre;AUS;Health;2
1552;Meander Medical Centre;NLD;Health;2
1556;International Peace Research Institute Oslo;NOR;Government;2
1557;University of Eastern Finland;FIN;Universities;1
1557;Anglia Ruskin University;GBR;Universities;2
1557;Universitatsklinikum Greifswald;DEU;Health;2
1560;Fondazione Bruno Kessler;ITA;Non-Profit;1
1560;Renji Hospital;CHN;Health;1
1560;Irish Agriculture and Food Development Authority;IRL;Government;1
1563;Technische Universitat Graz *;AUT;Universities;1
1563;University of Macau;MAC;Universities;1
1563;Xunta de Galicia A Coruna;ESP;Government;2
1563;Rutgers Cancer Institute of New Jersey;USA;Health;1
1567;St Antonius Hospital;NLD;Health;2
1567;Hacettepe University;TUR;Universities;1
1567;Instituto Pirenaico de Ecologia ;ESP;Government;1
1570;Sanofi, France;FRA;Companies;1
1570;Ospedale Pediatrico Bambino Gesu;VAT;Health;1
1572;Centro de Fisica Miguel Antonio Catalan CS;ESP;Government;1
1572;Bournemouth University;GBR;Universities;2
1572;Center for Global Infectious Disease Research;USA;Health;1
1575;Programa Iniciativa Cientifica Milenio;CHL;Government;1
1575;Centrum Wiskunde & Informatica;NLD;Government;2
1577;Universidad de Concepcion *;CHL;Universities;1
1577;Gobierno de Aragon *;MUL;Government;1
1579;Inter-University Centre for Astronomy and Astrophysics;IND;Government;1
1579;Institut fur Hochenergiephysik Osterreichische Akademie der Wissenschaften;AUT;Government;2
1581;Johnson & Johnson *;MUL;Companies;1
1581;Centro de Investigaciones Energeticas, Medioambientales y Tecnologicas;ESP;Government;2
1583;Meteo-France *;FRA;Government;1
1583;United Nations *;MUL;Non-Profit;1
1583;Alibaba Group, China;CHN;Companies;1
1583;Alibaba Group *;MUL;Companies;1
1587;Laboratoire d'Informatique, de Robotique et de Microelectronique de Montpellier;FRA;Government;1
1587;Sunnybrook Health Sciences Centre;CAN;Health;1
1587;Centre de Recherche Saint Antoine;FRA;Government;1
1587;Laboratoire Evolution et Diversite Biologique;FRA;Government;1
1591;Navarrabiomed-Fundacion Miguel Servet;ESP;Government;1
1591;U.S. Department of Energy *;USA;Government;1
1591;Max Planck Institut fur Eisenforschung GmbH;DEU;Government;2
1594;Chung-Ang University *;KOR;Universities;1
1594;Centro de Investigaciones Biologicas Margarita Salas;ESP;Government;1
1596;Instituto de Investigacion en Ciencias de la Alimentacion;ESP;Government;1
1596;Oulu University Hospital;FIN;Health;3
1596;Medical Research Council;GMB;Government;1
1599;Max Planck Institut fur Polymerforschung;DEU;Government;1
1599;Structure et Fonctionnement des Systemes Hydriques Continentaux;FRA;Government;1
1599;Uganda Ministry of Health;UGA;Health;1
1599;Rush University *;USA;Universities;1
1599;Institute of Automation, Chinese Academy of Sciences;CHN;Government;1
1599;Nokia, United States;USA;Companies;1
1599;South Australian Health and Medical Research Institute;AUS;Health;1
1599;British Columbia Cancer Agency *;CAN;Health;1
1607;Centre de Recerca en Agrotecnologia;ESP;Government;2
1607;Cancer Research Institute Ghent;BEL;Health;1
1607;International Crops Research Institute for the Semi-Arid Tropics India;IND;Non-Profit;1
1610;Universitatsklinikum Bonn;DEU;Health;2
1611;Centre de Recherche en Epidemiologie et Statistiques;FRA;Government;1
1611;Air University;PAK;Universities;1
1613;Laboratori Nazionali del Gran Sasso;ITA;Government;2
1613;Laboratoire d'Informatique Gaspard-Monge;FRA;Government;1
1615;Cancer Council *;MUL;Non-Profit;1
1616;Florey Neuroscience Institutes;AUS;Health;1
1616;GSI Helmholtzzentrum fur Schwerionenforschung GmbH;DEU;Government;2
1618;Trento Institute for Fundamental Physics and Applications;ITA;Government;2
1618;Universitat Bremen *;DEU;Universities;1
1620;Richard L. Roudebush VA Medical Center;USA;Health;2
1620;University of Victoria;CAN;Universities;1
1622;Instituto de Tecnologia Quimica;ESP;Government;1
1622;Turku PET Centre;FIN;Health;2
1624;GlaxoSmithKline, United States;USA;Companies;1
1625;West Virginia University *;USA;Universities;1
1625;Institut Mediterrani d'Estudis Avancats;ESP;Government;2
1627;Robert Gordon University;GBR;Universities;3
1627;York St John University;GBR;Universities;3
1629;Bayer AG, Germany;DEU;Companies;1
1629;SINTEF Group *;NOR;Companies;1
1631;Optum Inc, USA;USA;Companies;2
1631;Institut Jean-Pierre Bourgin;FRA;Government;1
1631;Drexel University;USA;Universities;1
1631;US Food and Drug Administration;USA;Government;1
1635;Aston University;GBR;Universities;1
1635;Center for Biologics Evaluation and Research;USA;Government;1
1635;Instituto Nacional de Infectologia Evandro Chagas;BRA;Health;1
1638;National Observatory of Athens;GRC;Government;1
1638;National Veterinary Institute;NOR;Government;1
1640;Institut d'Investigacio Biomedica de Bellvitge;ESP;Health;1
1640;Centre Hospitalier Regional Universitaire de Lille *;FRA;Health;1
1642;Chiang Mai University;THA;Universities;1
1642;Universitatsklinikum Carl Gustav Carus Dresden;DEU;Health;2
1644;Amphia Hospital ;NLD;Health;3
1644;Universita degli Studi Gabriele d'Annunzio di Chieti e Pescara;ITA;Universities;1
1644;Institut de Genetique et Biologie Moleculaire et Cellulaire;FRA;Government;1
1644;Japan Science & Technology Agency;JPN;Government;1
1648;Cancer Institute and Hospital, Chinese Academy of Medical Sciences;CHN;Health;1
1648;Indian Institute of Science;IND;Universities;1
1648;Gobierno de Navarra  *;ESP;Government;1
1648;Junta de Andalucia Sevilla;ESP;Government;2
1652;Fundacao Calouste Gulbenkian *;PRT;Non-Profit;1
1652;Saint Petersburg State University of Architecture and Civil Engineering;RUS;Universities;1
1652;Victor Chang Cardiac Research Institute;AUS;Health;1
1655;Mario Negri Istituto di Ricerche Farmacologiche;ITA;Health;1
1655;Bayer *;MUL;Companies;2
1657;University of Gloucestershire;GBR;Universities;3
1657;Institute of Microbiology, Chinese Academy of Sciences;CHN;Government;1
1659;VA Boston Healthcare System;USA;Health;2
1660;Aerospace Information Research Institute, Chinese Academy of Sciences;CHN;Government;1
1660;University of Nebraska Medical Center;USA;Universities;1
1662;Robert Koch Institut;DEU;Government;1
1662;Joint Institute for Laboratory Astrophysics;USA;Government;1
1664;Instituto de Investigacion Biosanitaria;ESP;Health;2
1664;Cankaya University;TUR;Universities;1
1664;Instituto de Estructura de la Materia;ESP;Government;1
1664;Anhui Medical University *;CHN;Universities;1
1664;Junta de Comunidades de Castilla-La Mancha Ciudad Real;ESP;Government;1
1669;Norwegian Institute of Food, Fisheries and Aquaculture Research;NOR;Government;1
1670;Wroclaw Medical University;POL;Universities;1
1670;Montreal Heart Institute;CAN;Health;1
1670;Janssen Biotech Inc;USA;Companies;1
1670;Helmholtz Zentrum Berlin fur Materialien und Energie;DEU;Government;2
1670;Centro de Investigacion Biomedica en Red de Salud Mental;ESP;Health;2
1670;Universita degli Studi dell Aquila;ITA;Universities;2
1670;Second Military Medical University *;CHN;Universities;1
1670;Military Academy;SRB;Universities;1
1678;Taipei Veterans General Hospital;TWN;Health;1
1678;Norwegian University of Life Sciences;NOR;Universities;1
1680;Chang'an University ;CHN;Universities;1
1680;Thomas Jefferson National Accelerator Facility;USA;Government;2
1680;Yeungnam University;KOR;Universities;1
1680;First Affiliated Jiangsu Province Hospital with Nanjing Medical University;CHN;Health;1
1680;National Cheng Kung University;TWN;Universities;1
1685;Instituto Geografico Nacional *;ESP;Government;1
1685;Pusan National University;KOR;Universities;1
1685;VA Ann Arbor Healthcare System;USA;Health;2
1685;Klinikum Rechts der Isar der Technische Universitat Munchen;DEU;Health;1
1685;University of Virginia Health System;USA;Health;2
1685;Universita della Calabria;ITA;Universities;2
1685;Kaiser Permanente Center for Health Research ;USA;Health;2
1692;Instituto de Investigacion Sanitaria FJD, UAM;ESP;Health;1
1692;Guangxi University;CHN;Universities;1
1692;Adobe Research, USA;USA;Companies;1
1695;Assistance Publique Hopitaux de Marseille *;FRA;Health;1
1695;University Hospital Antwerp;BEL;Health;1
1697;Jonkoping University;SWE;Universities;2
1697;Universidade Federal de Sao Paulo *;BRA;Universities;1
1699;First Affilated Hospital of Wenzhou Medical University;CHN;Health;1
1699;Bulgarian Academy of Sciences *;BGR;Government;1
1699;National Institute of Advanced Industrial Science & Technology;JPN;Government;1
1699;Institute of Molecular and Cell Biology;SGP;Government;1
1703;Institute of Ecology and Botany Hungarian Academy of Sciences;HUN;Government;1
1703;Research Centre for Natural Sciences;HUN;Government;1
1705;Gobierno de La Rioja *;ESP;Government;2
1706;New York Presbyterian Hospital;USA;Health;1
1706;Florida International University;USA;Universities;1
1708;University of Johannesburg;ZAF;Universities;1
1708;Chang Gung Memorial Hospital, Taoyuan;TWN;Health;1
1708;World Agroforestry Centre Kenya;KEN;Non-Profit;1
1708;United Arab Emirates University;ARE;Universities;1
1708;Estacion Biologica de Donana;ESP;Government;1
1713;Centre Interuniversitaire de Recherche et d'Ingenierie des Materiaux;FRA;Government;1
1713;University of Iowa Health Care;USA;Health;2
1715;Shanghai Pulmonary Hospital;CHN;Health;1
1715;Gobierno de Aragon Zaragoza;ESP;Government;2
1715;IQVIA, United States;USA;Companies;2
1715;Rush University Medical Center;USA;Health;1
1719;Gottfried Wilhelm Leibniz Universitat Hannover;DEU;Universities;2
1719;Guangzhou University;CHN;Universities;1
1719;NHS Grampian;GBR;Health;2
1719;Leeds Beckett University;GBR;Universities;2
1719;VA Puget Sound Health Care System;USA;Health;2
1724;Instituto de Investigacion Sanitaria Fundacion para la Investigacion del Hospital Clinico de Valencia - INCLIVA;ESP;Health;1
1724;Max Planck Institut fur Plasmaphysik;DEU;Government;2
1724;Universitatsklinikum Tubingen;DEU;Health;1
1724;Instituto de Investigacion Hospital 12 de Octubre;ESP;Health;1
1724;Institut de Recherche en Cancerologie de Montpellier;FRA;Government;1
1729;Grupo Hospitalario Quironsalud *;MUL;Health;2
1729;Medical College of Wisconsin;USA;Universities;1
1729;Dasman Diabetes Institute;KWT;Health;1
1729;International Islamic University Malaysia;MYS;Universities;1
1729;Azienda Ospedaliera Careggi;ITA;Health;2
1729;Max Planck Institut fur Kolloid und Grenzflachenforschung;DEU;Government;1
1735;Bradford Teaching Hospitals NHS Foundation Trust;GBR;Health;3
1735;Istituto di Ricerca per la Protezione Idrogeologica;ITA;Government;2
1737;Hospital Universitario 12 de Octubre *;ESP;Health;1
1737;Institut de Ciencia de Materials de Barcelona;ESP;Government;2
1737;UnitedHealth Group *;MUL;Companies;2
1737;NHS Greater Glasgow and Clyde;GBR;Health;2
1741;Institut Pasteur de Lille;FRA;Health;1
1741;University of Texas, Dallas;USA;Universities;1
1743;Philadelphia VA Medical Center;USA;Health;2
1743;Louisiana State University, Baton Rouge;USA;Universities;1
1743;Institut Terre et Environnement de Strasbourg;FRA;Government;1
1743;Instituto D'Or Pesquisa e Ensino;BRA;Health;1
1743;Beijing National Laboratory for Molecular Sciences;CHN;Government;1
1743;Allgemeines Krankenhaus Wien;AUT;Health;2
1749;Intel Corp, USA;USA;Companies;1
1750;Oslo Metropolitan University;NOR;Universities;1
1751;National Technical University of Athens;GRC;Universities;1
1751;Universitatsklinikum Frankfurt;DEU;Health;2
1751;Shanghai Tenth People's Hospital;CHN;Health;1
1751;College de France;FRA;Universities;1
1751;Bernhard Nocht Institut fur Tropenmedizin;DEU;Health;1
1751;University of Lincoln;GBR;Universities;2
1757;Ain Shams University *;EGY;Universities;1
1757;Instituto Gulbenkian de Ciencia;PRT;Non-Profit;1
1757;National Institute for Medical Research;TZA;Health;1
1757;Lappeenranta University of Technology;FIN;Universities;2
1761;Family Health International *;USA;Non-Profit;2
1761;Ludwig Boltzmann Institute for Traumatology;AUT;Health;1
1761;National Research and Innovation Agency *;IDN;Government;1
1761;Procedes et Ingenierie en Mecanique et Materiaux;FRA;Government;1
1765;Optum Inc;MUL;Companies;1
1765;University of Novi Sad;SRB;Universities;1
1767;Centre National d'Etudes Spatiales *;FRA;Government;1
1767;World Health Organization Regional Office for the Eastern Mediterranean, Egypt;EGY;Health;1
1767;Laboratoire d'Informatique de l'Ecole Polytechnique;FRA;Government;1
1770;Statens Institut for Folkesundhed;DNK;Government;3
1770;Scuola Normale Superiore Pisa *;ITA;Universities;2
1770;Huashan Hospital;CHN;Health;1
1773;Weill Cornell Medicine, Qatar;QAT;Universities;1
1773;Istituto Dalle Molle di Studi sull'Intelligenza Artificiale;CHE;Government;1
1773;Geosciences Environnement Toulouse;FRA;Government;1
1776;James Cook University *;AUS;Universities;1
1776;Bristol Robotics Laboratory;GBR;Government;1
1776;Institut Pluridisciplinaire Hubert Curien;FRA;Government;1
1776;Wildlife Conservation Society USA;USA;Non-Profit;2
1780;Laboratoire Atmospheres, Milieux, Observations Spatiales;FRA;Government;1
1780;Leibniz Institut fur Tropospharenforschung;DEU;Government;2
1780;Shionogi & Co Ltd;JPN;Companies;1
1780;Institute for Clinical Evaluative Sciences *;CAN;Health;2
1784;Air Force Medical University *;CHN;Universities;1
1784;National Astronomical Observatories, Chinese Academy of Science;CHN;Government;1
1784;Helmholtz Institute Ulm;DEU;Government;1
1784;Istituto Neurologico Mediterraneo Neuromed IRCCS;ITA;Health;2
1784;British Geological Survey;GBR;Government;2
1784;Universita degli Studi di Udine;ITA;Universities;2
1790;Institut des Hautes Etudes Scientifiques;FRA;Non-Profit;1
1790;Toronto General Hospital;CAN;Health;1
1792;Tampere University Hospital;FIN;Health;2
1792;University of the West of England *;GBR;Universities;2
1792;Steno Diabetes Center;DNK;Health;2
1792;Ernst-Moritz-Arndt-Universitat Greifswald *;DEU;Universities;2
1796;Australian Institute of Marine Science;AUS;Government;2
1796;Natural Resources Institute Finland;FIN;Government;2
1796;Burnet Institute;AUS;Health;2
1796;Hospital das Clinicas da Faculdade de Medicina da Universidade de Sao Paulo;BRA;Health;1
1800;Institut National de Sante Publique, d’Epidemiologie Clinique et de Toxicologie;LBN;Health;1
1800;Istituto di Scienze delle Produzioni Alimentari;ITA;Government;1
1800;Grupo Hospitalario Quironsalud, Spain;ESP;Health;1
1800;East China University of Science and Technology;CHN;Universities;1
1804;Institut Zur Zukunft der Arbeit;DEU;Non-Profit;1
1804;Isala Clinics;NLD;Health;2
1804;Laboratoire des Signaux et Systemes;FRA;Government;1
1804;Anhui University of Finance and Economics;CHN;Universities;1
1808;Institut de Recherche en Informatique et Systemes Aleatoires;FRA;Government;1
1808;James Hutton Institute;GBR;Non-Profit;3
1810;Grenoble Institut des Neurosciences;FRA;Government;2
1810;Peng Cheng Laboratory;CHN;Government;1
1810;Centro de Quimica y Materiales de Aragon CS;ESP;Government;1
1810;National Institute of Public Health of Japan;JPN;Health;1
1810;Parc Sanitari de Sant Joan de Deu;ESP;Health;2
1810;Ministry of Health;SAU;Health;1
1810;Hubei Hongshan Laboratory;CHN;Government;1
1817;Laboratoire Kastler Brossel;FRA;Government;2
1818;Universitatsklinikum Munster;DEU;Health;2
1818;Universidad de Alcala *;ESP;Universities;1
1820;The University of Hull;GBR;Universities;2
1821;Temple Health;USA;Health;1
1821;Cancer Council Victoria;AUS;Non-Profit;2
1823;CEINGE-Biotecnologie Avanzate;ITA;Non-Profit;1
1823;International Livestock Research Institute Ethiopia;ETH;Non-Profit;1
1823;University of Western Sydney;AUS;Universities;1
1823;Clalit Health Services *;ISR;Health;1
1823;Royal North Shore Hospital;AUS;Health;1
1828;Office National d'Etudes et de Recherches Aerospatiales Chatillon *;FRA;Government;2
1828;Universitas Negeri Semarang;IDN;Universities;1
1828;Ecole Nationale Superieure de Formation de Enseignement Agricole de Toulouse *;FRA;Universities;2
1828;Oxford University Clinical Research Unit;VNM;Universities;1
1832;Azienda Ospedaliera di Padova;ITA;Health;2
1832;Institut National Polytechnique de Toulouse *;FRA;Universities;2
1832;Netherlands Comprehensive Cancer Organisation;NLD;Health;3
1835;Fraunhofer Institut fur Angewandte Informationstechnik;DEU;Government;2
1835;Institut de Genomique Fonctionnelle;FRA;Government;1
1837;William S. Middleton Memorial Veterans Hospital;USA;Health;2
1838;University of Debrecen;HUN;Universities;1
1838;Semmelweis University;HUN;Universities;1
1838;Slovenian Academy of Sciences and Arts *;SVN;Government;1
1838;Centrale Supelec;FRA;Universities;1
1838;Instituto de Investigacion Sanitaria de A Coruna;ESP;Health;1
1838;Toronto Western Hospital;CAN;Health;1
1838;International Rice Research Institute;MUL;Non-Profit;2
1845;Ministry of Natural Resources;CHN;Government;1
1845;Universiti Teknologi MARA;MYS;Universities;1
1845;Max Planck Institut fur Mathematik;DEU;Government;2
1848;Max Planck Institut fur Chemische Physik Fester Stoffe;DEU;Government;2
1848;University of Oregon;USA;Universities;1
1848;Australian Antarctic Division;AUS;Government;2
1848;Universidad de Jaen *;ESP;Universities;2
1852;Tulane University *;USA;Universities;1
1852;Universita degli Studi di Siena;ITA;Universities;1
1852;Instituto Goncalo Moniz;BRA;Health;1
1852;Swedish Museum of Natural History;SWE;Government;2
1852;Universite de Lyon;FRA;Universities;1
1857;Eotvos Lorand University;HUN;Universities;1
1857;University of Wolverhampton;GBR;Universities;3
1857;Universita del Salento;ITA;Universities;2
1857;Tufts Medical Center;USA;Health;2
1857;Monterey Bay Aquarium Research Institute;USA;Non-Profit;2
1862;Consorzio Interuniversitario Nazionale per la Scienza e la Tecnologia dei Materiali;ITA;Government;1
1862;Fujian Medical University *;CHN;Universities;1
1864;Office National d'Etudes et de Recherches Aerospatiales Palaiseau;FRA;Government;2
1864;Canisius Wilhelmina Ziekenhuis;NLD;Health;2
1864;Instituto de Productos Naturales y Agrobiologia ;ESP;Government;1
1867;Takeda Pharmaceuticals International Inc, USA;USA;Companies;1
1867;Telethon Kids Institute;AUS;Health;2
1867;Deltares;NLD;Non-Profit;3
1867;Laboratoire d'Informatique de Paris 6;FRA;Government;1
1867;Public Health Foundation of India *;IND;Health;1
1872;Leibniz-Zentrum fur Agrarlandschaftsforschung;DEU;Government;2
1873;Geosciences Montpellier;FRA;Government;2
1873;Universita degli Studi dell'Insubria;ITA;Universities;2
1875;China National Petroleum Corp *;CHN;Companies;1
1875;European XFEL GmbH;DEU;Companies;2
1875;Abdul Wali Khan University;PAK;Universities;1
1875;Konkoly Observatory Hungarian Academy of Sciences;HUN;Government;2
1875;Fondazione Santa Lucia IRCCS;ITA;Health;2
1880;Centre for Ecological Research;HUN;Government;2
1880;Chang Gung University;TWN;Universities;1
1880;Instituto de Investigacion en Ciencias de la Salud Germans Trias i Pujol;ESP;Health;1
1880;Gemini Observatory Northern Operations Center;USA;Non-Profit;2
1884;Universitatsklinikums Aachen;DEU;Health;2
1884;Universite Clermont-Auvergne;FRA;Universities;1
1884;City of Scientific Research and Technological Applications *;EGY;Government;1
1884;Spedali Civili di Brescia;ITA;Health;2
1888;San Francisco Department of Public Health;USA;Health;2
1888;Royal Holloway - University of London;GBR;Universities;2
1888;First Hospital of Jilin University;CHN;Health;1
1891;Pontificia Universidad Javeriana *;COL;Universities;1
1892;Laboratoire d'Analyse et d'Architecture des Systemes;FRA;Government;2
1892;Istituto di Neuroscienze;ITA;Government;1
1892;Centre Hospitalier Universitaire de Montpellier *;FRA;Health;1
1892;Instituto de Investigacion en Recursos Cinegeticos;ESP;Government;2
1892;Research Centre for Astronomy and Earth Sciences Hungarian Academy of Sciences;HUN;Government;2
1897;Manipal University;IND;Universities;1
1897;Indonesia University of Education;IDN;Universities;1
1897;Universitat de les Illes Balears *;ESP;Universities;2
